topic,languages,main_speaker,duration,film_date,published_date,comments,views
Society,41,Joey Alexander,388,2015,2015,75,2155099
Art,29,Roxane Gay,688,2015,2015,165,1453205
Society,28,Chip Kidd,1137,2015,2015,52,1711049
Art,32,Maryn McKenna,1019,2015,2015,198,1532875
Health&Medical,26,Chris Urmson,929,2015,2015,186,2042978
Technology&Science,26,Dame Ellen MacArthur,1007,2015,2015,66,1566602
Environment,31,Jimmy Carter,996,2015,2015,227,1388335
Society,27,Latif Nasser,831,2015,2015,108,1531606
Health&Medical,22,Gayle Tzemach Lemmon,685,2015,2015,78,1139487
Society,21,Rajiv Maheswaran,728,2015,2015,42,1905680
Technology&Science,35,Memory Banda,758,2015,2015,59,1241223
Society,35,Johann Hari,882,2015,2015,767,7841509
Society,22,Ash Beckham,935,2014,2015,120,1458290
Society,24,Noy Thrupkaew,1131,2015,2015,91,1591696
Society,31,Aspen Baker,658,2015,2015,201,1588477
Society,33,Alec Soth + Stacey Baker,618,2015,2015,69,1780746
Society,30,Salvatore Iaconesi,652,2013,2015,22,1126129
Health&Medical,29,Marlene Zuk,718,2015,2015,27,1441565
Self-development,26,Jon Ronson,1031,2015,2015,138,2603397
Society,34,Alaa Murabit,733,2015,2015,316,2312512
Education,46,eL Seed,339,2015,2015,49,1398751
Art,34,Yuval Noah Harari,1028,2015,2015,524,2556755
Society,33,Benedetta Berti,338,2015,2015,265,1947342
Politics,25,Rich Benjamin,781,2015,2015,244,1999097
Self-development,25,Matt Kenyon,415,2015,2015,33,829988
Art,37,Patience Mthunzi,265,2015,2015,65,1203056
Health&Medical,29,Alix Generous,626,2015,2015,55,1591495
Technology&Science,28,Manuel Lima,769,2015,2015,79,1710873
Art,24,Tony Wyss-Coray,815,2015,2015,142,1488893
Health&Medical,30,Christopher Soghoian,376,2015,2015,71,1266485
Technology&Science,30,Dustin Yellin,452,2014,2015,36,1671043
Art,29,Jim Al-Khalili,969,2015,2015,119,1503884
Health&Medical,28,Seth Berkley,437,2015,2015,21,990084
Health&Medical,24,Robin Murphy,539,2015,2015,31,983682
Technology&Science,34,Yves Morieux,998,2015,2015,58,1852632
Society,26,Wendy Freedman,938,2014,2015,62,1272185
Technology&Science,30,Elizabeth Nyamayaro,759,2015,2015,68,1272389
Society,28,Jamie Bartlett,855,2015,2015,109,2061368
Society,23,Jim Simons,1383,2015,2015,57,1705702
Economy,21,Alan Eustace,868,2015,2015,80,1437261
Technology&Science,33,Barry Schwartz,482,2014,2015,97,2527133
Self-development,31,BJ Miller,1147,2015,2015,244,6214152
Health&Medical,23,Billie Jean King,965,2015,2015,21,947562
Society,20,David Rothkopf,1080,2015,2015,74,1215662
Politics,27,Mia Birdsong,916,2015,2015,64,1612561
Society,29,Michael Kimmel,958,2015,2015,164,1447861
Society,32,Mandy Len Catron,833,2015,2015,149,3098476
Society,25,Scott Dinsmore,1067,2012,2015,181,4811180
Self-development,29,Sakena Yacoobi,1023,2015,2015,77,1371548
Education,24,Mary Robinson,1307,2015,2015,128,1126459
Environment,24,Robin Morgan,717,2015,2015,12,1004539
Health&Medical,39,Samuel Cohen,473,2015,2015,120,1506693
Health&Medical,28,Taiye Selasi,991,2014,2015,162,2141928
Society,26,Mac Stone,1155,2015,2015,32,1155507
Environment,29,Martin Pistorius,848,2015,2015,76,2094497
Health&Medical,36,Emilie Wapnick,746,2015,2015,489,4456309
Education,22,Alice Bows-Larkin,863,2015,2015,164,1158020
Environment,27,Siddhartha Mukherjee,1055,2015,2015,42,1294952
Health&Medical,26,Neri Oxman,1056,2015,2015,75,1607427
Technology&Science,37,Sandrine Thuret,664,2015,2015,155,4615013
Health&Medical,28,Teitur,649,2015,2015,38,1034518
Art,32,Michael Green,879,2015,2015,76,1141254
Economy,22,Vijay Kumar,789,2015,2015,37,1349253
Technology&Science,31,Alyson McGregor,929,2014,2015,115,1414721
Health&Medical,27,Anders Fjellberg,881,2015,2015,45,1220746
Society,29,Meklit Hadero,783,2015,2015,50,996127
Art,27,Will Potter,895,2015,2015,126,2507956
Society,29,Jennifer Doudna,953,2015,2015,217,1936760
Health&Medical,30,Tea Uglow,503,2015,2015,43,1613847
Technology&Science,24,Francesco Sauro,877,2015,2015,22,1418492
Environment,20,Hilary Cottam,1015,2015,2015,80,684300
Society,35,Cesar Harada,588,2015,2015,57,1625784
Education,28,Christine Sun Kim,917,2015,2015,37,1242903
Art,23,Mathias Jud,776,2015,2015,30,958480
Technology&Science,38,Daniel Levitin,740,2015,2015,129,9163813
Health&Medical,27,Nancy Lublin,579,2015,2015,32,780116
Technology&Science,31,Melissa Fleming,1155,2015,2015,70,1502400
Society,28,Patrícia Medici,692,2015,2015,56,1296514
Environment,33,Harald Haas,444,2015,2015,102,1879260
Technology&Science,35,Kaki King,691,2015,2015,44,1365169
Art,23,Jenni Chang and Lisa Dazols,710,2015,2015,50,1609136
Society,33,Andreas Ekström,558,2015,2015,57,1396735
Technology&Science,22,Chelsea Shields,756,2015,2015,303,1452861
Society,20,Jean-Paul Mari,930,2015,2015,46,762041
Society,20,Josh Luber,711,2015,2015,75,1799799
Economy,28,Nonny de la Peña,567,2015,2015,49,1202223
Technology&Science,22,Anote Tong,1275,2015,2015,65,1054718
Environment,33,Carl Safina,1166,2015,2015,149,1976994
Health&Medical,31,Genevieve von Petzinger,725,2015,2015,81,3436514
Art,39,Ann Morgan,723,2015,2015,63,1446267
Art,35,Regina Hartley,631,2015,2015,160,3185521
Society,33,Marina Abramović,951,2015,2015,37,1626686
Society,27,Kristen Marhaver,826,2015,2015,21,729236
Environment,25,Jessica Shortall,945,2015,2015,219,1392660
Society,36,Chieko Asakawa,569,2015,2015,46,1201029
Technology&Science,18,Guillaume Néry,1150,2013,2015,36,857839
Self-development,20,Jedidah Isler,822,2015,2015,28,1049263
Technology&Science,41,Danit Peleg,380,2015,2015,75,1582286
Art,34,Raymond Wang,388,2015,2015,76,1690995
Technology&Science,26,Nicole Paris and Ed Cage,421,2015,2015,35,2852664
Art,22,Paul Greenberg,864,2015,2015,69,1488694
Environment,36,Lucianne Walkowicz,350,2015,2015,147,2004123
Technology&Science,27,Alison Killing,529,2014,2015,37,1453242
Society,29,Jane Fonda and Lily Tomlin,944,2015,2015,52,2269844
Society,30,António Guterres,1194,2015,2015,88,1117165
Society,23,Rodrigo Bijou,568,2015,2015,39,1254964
Technology&Science,30,Jason deCaires Taylor,669,2015,2015,44,1446673
Art,43,Robert Waldinger,766,2015,2015,527,16601927
Society,26,Harry Cliff,837,2015,2016,167,2291444
Technology&Science,25,Sebastian Wernicke,745,2015,2016,45,1468497
Technology&Science,44,Aomawa Shields,325,2015,2016,92,1526242
Technology&Science,21,David Sedlak,817,2015,2016,43,1013976
Environment,43,James Veitch,588,2015,2016,150,20475972
Society,31,Tim Harford,932,2015,2016,48,2435682
Self-development,18,Melvin Russell,787,2015,2016,96,982439
Society,29,Wael Ghonim,814,2015,2016,67,1286663
Society,24,Ole Scheeren,986,2015,2016,72,2079266
Environment,36,Jill Heinerth,409,2015,2016,25,1468644
Environment,25,Jill Farrant,836,2015,2016,52,1332162
Technology&Science,30,Oscar Schwartz,656,2015,2016,90,764500
Technology&Science,28,Achenyo Idachaba,437,2015,2016,56,1716203
Environment,23,Elizabeth Lev,1053,2015,2016,44,1477852
Art,33,Yanis Varoufakis,1191,2015,2016,299,2269380
Economy,21,David Gruber,834,2015,2016,19,1853424
Environment,22,Tania Simoncelli,1085,2014,2016,64,1059854
Health&Medical,22,Auke Ijspeert,850,2015,2016,24,1805637
Technology&Science,29,Melati and Isabel Wijsen,660,2015,2016,105,1219306
Environment,30,Linda Liukas,663,2015,2016,67,1617536
Technology&Science,21,Andrés Ruzo,949,2014,2016,42,1198546
Environment,38,Judson Brewer,564,2015,2016,129,8107178
Self-development,32,Pardis Sabeti,577,2015,2016,20,1169214
Health&Medical,24,Matthew Williams,852,2015,2016,38,1074684
Self-development,20,Dambisa Moyo,844,2015,2016,169,1440785
Economy,22,Sean Follmer,562,2015,2016,58,1406128
Technology&Science,25,Gregory Heyworth,727,2015,2016,36,761052
Technology&Science,22,Mike Velings,918,2015,2016,110,1184159
Environment,20,Dorothy Roberts,876,2015,2016,114,1008812
Health&Medical,33,Jocelyne Bloch,694,2015,2016,102,2152900
Health&Medical,39,Celeste Headlee,704,2015,2016,215,8444981
Self-development,29,Shonda Rhimes,1124,2016,2016,143,3148366
Self-development,32,Allan Adams,658,2016,2016,150,2233265
Technology&Science,26,Raffaello D'Andrea,695,2016,2016,61,2560359
Technology&Science,27,Al Gore,1520,2016,2016,362,1624248
Environment,31,Dalia Mogahed,976,2016,2016,422,2520181
Society,27,Audrey Choi,754,2015,2016,17,1677370
Society,22,Mary Bassett,829,2015,2016,57,1072558
Health&Medical,23,Ivan Coyote,710,2015,2016,184,1546530
Society,30,Thomas Peschak,610,2015,2016,36,901880
Environment,28,Magda Sayeg,330,2015,2016,26,1260939
Society,31,Russ Altman,881,2015,2016,68,1587090
Health&Medical,24,Alexander Betts,1089,2016,2016,139,823110
Society,23,Travis Kalanick,1158,2016,2016,171,1587546
Economy,35,Reshma Saujani,759,2016,2016,138,3325490
Environment,23,Laura Robinson,681,2014,2016,28,1487112
Environment,32,Mileha Soneji,417,2015,2016,50,854226
Self-development,28,Tshering Tobgay,1134,2016,2016,89,1954438
Environment,25,Casey Gerald,1099,2016,2016,120,1399811
Society,29,Joe Gebbia,951,2016,2016,77,2019969
Society,40,Tim Urban,843,2016,2016,310,14745406
Self-development,32,Jessica Ladd,359,2016,2016,214,1224191
Society,23,Arthur Brooks,854,2016,2016,166,1132964
Society,25,Meron Gribetz,654,2016,2016,47,1575381
Technology&Science,22,Adam Foss,957,2016,2016,101,1723874
Society,30,Carol Fishman Cohen,721,2015,2016,56,1546664
Self-development,27,Latif Nasser,747,2015,2016,87,2272081
Environment,21,Siyanda Mohutsiwa,862,2016,2016,33,992773
Politics,28,Alex Kipman,1145,2016,2016,125,2224913
Technology&Science,30,Angélica Dass,687,2016,2016,93,1961502
Society,19,Dan Gross,818,2016,2016,335,1096198
Society,26,Lisa Nip,771,2015,2016,92,1468353
Technology&Science,34,Knut Haanaes,638,2015,2016,23,1743987
Society,33,Adam Grant,925,2016,2016,135,6484404
Self-development,14,Haley Van Dyck,915,2016,2016,35,961158
Technology&Science,19,Parag Khanna,1234,2016,2016,73,902761
Economy,32,Danielle Feinberg,724,2015,2016,45,2617414
Art,24,Tabetha Boyajian,826,2016,2016,155,2841795
Technology&Science,38,Robert Palmer,469,2016,2016,64,1015683
Society,27,Linus Torvalds,1290,2016,2016,149,2399273
Technology&Science,28,Hugh Evans,1016,2016,2016,140,1360404
Society,25,Stephen Petranek,1034,2015,2016,139,1419325
Technology&Science,24,Paula Hammond,642,2015,2016,65,1417316
Health&Medical,25,Astro Teller,932,2016,2016,45,2300106
Society,24,Christiana Figueres,891,2016,2016,107,1031398
Environment,39,Chris Anderson,475,2016,2016,73,2952041
Self-development,28,Joshua Prager,361,2015,2016,31,1531062
Self-development,26,Juan Enriquez,889,2015,2016,77,1973225
Self-development,35,Aditi Gupta,670,2015,2016,35,1428083
Education,24,Kenneth Lacovara,949,2016,2016,48,1426970
Technology&Science,25,Shivani Siroya,491,2016,2016,61,1437353
Economy,21,R. Luke DuBois,763,2016,2016,29,1222519
Society,34,Ameera Harouda,518,2016,2016,139,961423
Society,17,Michael Metcalfe,772,2015,2016,40,1184083
Environment,25,Riccardo Sabatini,928,2016,2016,67,1503016
Technology&Science,30,Sarah Gray,617,2015,2016,24,1431262
Self-development,26,Alice Rawsthorn,704,2016,2016,15,914011
Self-development,26,Dan Pallotta,716,2016,2016,64,1836233
Society,23,Monica Byrne,758,2016,2016,120,876021
Technology&Science,24,Michael Bodekaer,686,2015,2016,74,1132257
Technology&Science,26,Jennifer Kahn,745,2016,2016,96,1498103
Technology&Science,25,Uri Hasson,891,2016,2016,43,1800490
Technology&Science,33,Sanford Biggers,259,2016,2016,38,987388
Society,25,Sangeeta Bhatia,643,2015,2016,28,766188
Health&Medical,38,Kang Lee,816,2016,2016,107,6406853
Education,31,Laura Indolfi,363,2016,2016,35,1183075
Health&Medical,23,Sebastian Junger,808,2015,2016,68,768077
Society,23,Juno Mac,1070,2016,2016,212,1811102
Society,29,Lidia Yuknavitch,778,2016,2016,372,2190919
Society,32,Mariano Sigman,734,2016,2016,70,2275945
Technology&Science,35,Zaria Forman,434,2015,2016,34,1078782
Art,20,Joseph Ravenell,788,2016,2016,26,993232
Health&Medical,24,Adam Driver,1082,2015,2016,36,3016666
Self-development,23,Sue Desmond-Hellmann,858,2016,2016,39,929167
Technology&Science,23,Samantha Nutt,814,2015,2016,71,1049990
Society,30,Stephen Wilkes,756,2016,2016,60,1588740
Education,23,Amit Sood,900,2016,2016,42,923916
Art,39,ShaoLan,364,2016,2016,69,2028383
Economy,25,Sajay Samuel,708,2016,2016,103,1116194
Society,23,Negin Farsad,485,2016,2016,60,1225718
Society,26,Andrew Youn,794,2016,2016,70,1173235
Society,29,Jamila Raqib,537,2015,2016,49,878864
Society,29,Andrew Pelling,425,2016,2016,23,1191591
Technology&Science,21,Chris Milk,1054,2016,2016,18,811599
Art,21,Tristan Harris,895,2014,2016,49,1434311
Technology&Science,35,Gill Hicks,637,2016,2016,43,813426
Society,28,Keolu Fox,408,2016,2016,70,809398
Health&Medical,27,Seema Bansal,868,2016,2016,73,1246214
Education,29,Brian Little,915,2016,2016,59,4235594
Self-development,29,Tom Hulme,440,2016,2016,30,1396369
Self-development,23,Wanda Diaz Merced,675,2016,2016,24,803813
Technology&Science,22,Blaise Agüera y Arcas,1054,2016,2016,36,1413042
Art,35,Julia Galef,697,2016,2016,126,3210972
Society,32,Prosanta Chakrabarty,289,2016,2016,30,971212
Technology&Science,28,John Legend,518,2016,2016,40,1538107
Art,27,Marwa Al-Sabouni,625,2016,2016,65,888896
Art,33,Alexander Betts,1042,2016,2016,353,2432449
Economy,26,Safwat Saleem,648,2016,2016,112,1370547
Society,26,Elise Roy,797,2015,2016,30,1162751
Society,28,Leila Hoteit,842,2016,2016,38,1827512
Self-development,29,Eric Haseltine,647,2015,2016,55,1475291
Technology&Science,23,Emma Marris,952,2016,2016,30,990075
Environment,36,Shubhendu Sharma,551,2016,2016,59,1320671
Art,24,Lisa Dyson,715,2016,2016,65,1258539
Environment,23,eL Seed,686,2016,2016,25,821291
Art,26,Gerard Ryle,788,2016,2016,68,997650
Technology&Science,27,Ed Boyden,795,2016,2016,49,1260112
Technology&Science,28,Suzanne Simard,1099,2016,2016,134,2396450
Technology&Science,44,Anthony Goldbloom,276,2016,2016,75,1929261
Technology&Science,21,Martin Reeves,894,2016,2016,45,1677142
Society,20,Molly Winter,741,2016,2016,56,1507057
Health&Medical,21,Ngozi Okonjo-Iweala,923,2016,2016,19,778960
Society,27,Dave Brain,822,2015,2016,107,1311426
Environment,30,Monica Araya,952,2016,2016,74,1018830
Environment,27,James Green,639,2015,2016,49,1465749
Technology&Science,31,Sarah Parcak,419,2016,2016,44,1027539
Society,21,Anand Giridharadas,997,2016,2016,43,961913
Society,18,Gonzalo Vilariño,859,2015,2016,11,443773
Education,25,Olivier Scalabre,746,2016,2016,105,1548845
Technology&Science,20,Timothy Ihrig,812,2013,2016,62,1279825
Health&Medical,23,Laura Boushnak,696,2016,2016,35,645572
Society,23,Don Tapscott,1129,2016,2016,100,2110218
Technology&Science,22,Vanessa Ruiz,682,2015,2016,28,1257468
Art,27,Julia Bacha,747,2016,2016,20,811955
Society,21,Christopher Bell,948,2015,2016,102,1026017
Society,35,Kio Stark,712,2016,2016,88,2618738
Society,19,Jonathan Tepperman,1096,2016,2016,42,942925
Politics,37,James Veitch,460,2016,2016,46,5711833
Society,30,Sal Khan,649,2015,2016,145,2201195
Education,23,Courtney E. Martin,932,2016,2016,58,1404984
Education,22,David Camarillo,956,2016,2016,46,1195181
Technology&Science,28,Franz Freudenthal,568,2016,2016,26,1226441
Health&Medical,24,Neha Narula,976,2016,2016,84,1799860
Economy,28,Julie Lythcott-Haims,856,2015,2016,203,2603203
Education,21,Michael Shellenberger,838,2016,2016,266,1185114
Environment,20,Michael Murphy,938,2016,2016,60,1162011
Art,28,Abigail Marsh,741,2016,2016,95,1690453
Society,22,Eric Liu,813,2016,2016,58,793098
Society,32,David Burkus,449,2016,2016,73,1713788
Society,32,Nadia Lopez,430,2015,2016,34,1029397
Education,22,Sebastian Kraves,784,2016,2016,10,1052018
Technology&Science,21,Rebecca MacKinnon,716,2016,2016,35,1053126
Technology&Science,21,J.D. Vance,882,2016,2016,66,1077686
Society,33,Camille A. Brown,276,2016,2016,23,778810
Art,21,Oded Shoseyov,801,2016,2016,20,1211098
Environment,27,Sam Harris,867,2016,2016,490,2592561
Technology&Science,25,Helen Fisher,1145,2016,2016,36,1593458
Society,28,Ellen Jorgensen,593,2016,2016,39,1400803
Technology&Science,22,Sayu Bhojwani,762,2016,2016,72,783649
Society,23,Adam de la Zerda,762,2016,2016,56,985203
Health&Medical,33,Isaac Lidsky,706,2016,2016,109,2561564
Education,33,Rainn Wilson,269,2016,2016,13,792297
Education,34,John McWhorter,601,2016,2016,83,2173228
Education,24,Ione Wells,849,2016,2016,29,1024139
Society,28,Pico Iyer,605,2016,2016,32,1477238
Self-development,26,Melissa Walker,588,2015,2016,25,827933
Art,23,Jim Hemerling,801,2016,2016,24,1811178
Self-development,16,Trevor Copp and Jeff Fox,933,2015,2016,86,571009
Art,20,Rachel Botsman,1028,2016,2016,39,1307557
Technology&Science,23,Zeynep Tufekci,1062,2016,2016,84,1194781
Technology&Science,25,Manwar Ali,1042,2016,2016,45,1805897
Society,20,Philippa Neave,651,2016,2016,38,859817
Society,29,Wanis Kabbaj,691,2016,2016,93,2859109
Technology&Science,23,Ian Bremmer,937,2016,2016,49,851675
Politics,24,Alyssa Monks,788,2015,2016,31,1134525
Art,27,Tasos Frantzolas,993,2016,2016,18,1236485
Education,25,Silk Road Ensemble + Rhiannon Giddens,523,2016,2016,6,820295
Art,26,Kelli Jean Drinkwater,740,2016,2016,326,1594248
Self-development,30,Christopher Soghoian,464,2016,2016,146,1307805
Society,19,Kandice Sumner,830,2015,2016,128,1181475
Education,21,Mallory Soldner,675,2016,2016,11,951340
Society,23,Tim Leberecht,704,2016,2016,23,1385538
Society,28,"Amanda Palmer, Jherek Bischoff, Usman Riaz",369,2016,2016,8,738590
Art,22,Halla Tómasdóttir,1158,2016,2016,90,877915
Society,23,Suzanne Barakat,888,2016,2016,121,1177013
Society,21,Jonathan Haidt,1217,2016,2016,214,1515162
Society,33,Fawn Qiu,423,2016,2016,18,1047389
Education,24,Hector Garcia,631,2015,2016,58,990521
Society,16,Kimberlé Crenshaw,1129,2016,2016,106,857330
Society,21,Bettina Warburg,897,2016,2016,48,1985742
Economy,38,Steven Johnson,445,2016,2016,45,1122671
Art,23,Victor Rios,713,2015,2016,37,1158432
Education,25,Roger Antonsen,1024,2015,2016,82,1910593
Education,22,Sandi Toksvig,1188,2016,2016,71,799891
Society,23,Juan Enriquez,945,2016,2016,93,2595890
Technology&Science,28,Adam Galinsky,908,2016,2016,69,3225186
Self-development,23,Joe Lassiter,826,2016,2016,291,1070583
Environment,13,"Alicia Garza, Patrisse Cullors and Opal Tometi",965,2016,2016,99,782276
Society,23,Danny Dorling,847,2016,2016,43,1384978
Economy,20,Ryan Gravel,686,2016,2016,13,825412
Art,24,Kate Adams,747,2016,2016,65,1381604
Self-development,13,Tiq Milan and Kim Katrin Milan,1027,2016,2016,53,1172873
Society,24,Natalie Panek,615,2015,2016,40,962489
Technology&Science,29,Jia Jiang,931,2015,2016,79,3464767
Self-development,23,Elizabeth Lesser,944,2016,2016,42,1290086
Self-development,23,Veerle Provoost,746,2016,2016,44,1026629
Education,22,Kevin B. Jones,1033,2015,2016,34,888652
Education,22,Kevin Kelly,824,2016,2016,76,1389133
Technology&Science,19,Rebecca Brachman,1103,2016,2016,85,1173589
Health&Medical,16,Dena Simmons,620,2015,2016,52,1005451
Self-development,33,Laura Vanderkam,714,2016,2016,90,4864165
Self-development,18,David Autor,1117,2016,2016,135,1232506
Society,26,Chinaka Hodge,237,2016,2016,35,1119309
Society,24,Anjali Tripathi,715,2015,2016,40,975597
Environment,18,Sharon Brous,987,2016,2016,240,1219102
Society,18,James Beacham,954,2016,2016,53,1430257
Self-development,18,Erika Gregory,899,2016,2017,92,899560
Society,28,Sam Kass,728,2015,2017,45,1345520
Education,20,Sofia Jawed-Wessel,896,2016,2017,116,1614524
Society,24,Mandy Len Catron,917,2015,2017,43,1802516
Education,26,George Tulevski,575,2016,2017,58,1284067
Technology&Science,19,Dan Bricklin,720,2016,2017,18,992523
Technology&Science,20,Alejandro Sánchez Alvarado,759,2016,2017,43,1059199
Environment,20,Sisonke Msimang,766,2016,2017,31,1147037
Self-development,31,Jennifer Brea,1027,2016,2017,266,1406574
Health&Medical,17,Ashley Judd,970,2016,2017,360,1422701
Society,19,Emily Parsons-Lord,649,2016,2017,14,827288
Art,19,Robb Willer,721,2016,2017,128,1243853
Politics,16,Paul Knoepfler,1099,2015,2017,92,1082248
Health&Medical,20,Jeanne Gang,715,2016,2017,31,1035995
Art,18,Caleb Barlow,867,2016,2017,54,1304221
Society,19,Deeyah Khan,1211,2016,2017,59,1195885
Society,32,Deepika Kurup,479,2016,2017,29,958917
Technology&Science,17,Sarah Parcak,1308,2016,2017,20,799873
Society,21,Alan Smith,769,2016,2017,34,1369939
Education,22,Eduardo Briceño,682,2016,2017,105,2031509
Education,27,Sue Klebold,918,2016,2017,133,2359347
Society,23,Nagin Cox,827,2016,2017,66,1374091
Technology&Science,23,Maurice Conti,923,2016,2017,125,2759051
Technology&Science,21,Thordis Elva and Tom Stranger,1146,2016,2017,308,3950921
Society,17,Joshua Smith,746,2016,2017,51,893022
Technology&Science,13,Jeff Speck,1117,2013,2017,33,1354647
Art,20,Aala El-Khani,856,2016,2017,36,896491
Society,14,Miriam Zoila Pérez,745,2016,2017,41,793925
Society,32, Rodrigo y Gabriela,257,2015,2017,33,1138566
Art,16,Amy Adele Hasinoff,865,2016,2017,53,1240167
Education,23,Lara Setrakian,517,2017,2017,93,942996
Society,15,Salil Dudani,763,2016,2017,30,944259
Society,23,Grady Booch,620,2016,2017,270,1362265
Politics,10,Brittney Cooper,749,2016,2017,52,690546
Politics,16,Jonathan Rossiter,850,2016,2017,44,1107711
Environment,22,Charity Wayua,711,2016,2017,22,952784
Society,17,Stacy Smith,944,2016,2017,100,891398
Society,19,Ani Liu,440,2016,2017,6,760537
Technology&Science,29,Jeff Kirschner,370,2016,2017,74,1004810
Society,27,Lux Narayan,368,2017,2017,22,1395806
Education,17,Kathy Hull,918,2016,2017,19,890330
Society,29,Sara Ramirez,299,2015,2017,13,804359
Art,19,Carrie Poppy,778,2016,2017,191,1257858
Technology&Science,22,Megan Phelps-Roper,917,2017,2017,197,4503368
Society,23,Caroline Paul,761,2016,2017,28,1465808
Education,18,Jude Kelly,802,2016,2017,66,1086882
Society,16,Joy Buolamwini,524,2016,2017,60,869310
Technology&Science,29,John Koenig,448,2016,2017,80,1173364
Society,17,Caitlin Doughty,714,2016,2017,37,933978
Environment,23,Carrie Nugent,366,2016,2017,33,976473
Technology&Science,18,Peggy Orenstein,1020,2016,2017,101,1750573
Society,10,Karina Galperin,973,2015,2017,70,448733
Art,15,Dan Bell,713,2016,2017,37,1707855
Art,11,Peter Weinstock,1018,2016,2017,22,882840
Health&Medical,28,Michele L. Sullivan,715,2016,2017,29,1257054
Society,16,Margaret Bourdeaux,861,2015,2017,12,869734
Society,13,Simon Anholt,895,2016,2017,83,908666
Politics,19,Mona Chalabi,705,2017,2017,44,1405468
Technology&Science,24,Ashton Cofer,361,2016,2017,22,1057942
Health&Medical ,20,Katie Hinde,599,2016,2017,39,1107309
Society,15,Michael Botticelli,644,2016,2017,56,1247655
Health&Medical ,17,Moshe Szyf,995,2016,2017,57,1128480
Art,11,Emtithal Mahmoud,651,2016,2017,15,822049
Self-development,26,Casey Brown,502,2015,2017,56,2032751
Technology&Science,18,Katie Bouman,771,2016,2017,56,1502615
Society,11,Sebastián Bortnik,825,2016,2017,22,402343
Society,15,David R. Williams,1047,2016,2017,54,1005076
Technology&Science,16,Giorgia Lupi,673,2017,2017,33,1077662
Self-development,14,Ari Wallach,822,2016,2017,35,1593651
Society,14,Jonathan Marks,896,2017,2017,70,1095143
Health&Medical ,20,Todd Scott,322,2017,2017,11,967472
Society,23,Zubaida Bai,404,2016,2017,18,801279
Society,14,Chimamanda Ngozi Adichie,1768,2012,2017,55,1318454
Art,20,Siamak Hariri,766,2017,2017,27,1098436
Technology&Science,17,Natasha Hurley-Walker,925,2016,2017,30,970115
Health&Medical ,22,Amy Green,634,2017,2017,25,1156126
Health&Medical ,13,David Casarett,907,2016,2017,32,1114319
Self-development,27,"Curtis ""Wall Street"" Carroll",663,2016,2017,67,2198889
Society,29,Stephanie Busari,386,2017,2017,53,1036236
Technology&Science,14,Siddhartha Roy,873,2016,2017,23,872015
Society,32,His Holiness Pope Francis,1072,2017,2017,235,2679881
Self-development,13,Serena Williams and Gayle King,1108,2017,2017,22,1426132
Health&Medical ,24,Lisa Genova,836,2017,2017,51,2178534
Society,16,Deborah Lipstadt,930,2017,2017,92,918385
Politics,16,Laura Galante,573,2017,2017,80,1132913
Health&Medical ,23,Sangu Delle,546,2017,2017,35,1460852
Education,25,Karim Abouelnaga,425,2017,2017,49,973376
Society,14,Carolyn Jones,648,2016,2017,13,1079349
Health&Medical ,20,Robert Sapolsky,951,2017,2017,115,1158707
Art,7,Jorge Drexler,1000,2017,2017,23,626886
Environment,15,Kate Stafford,711,2016,2017,15,975412
Self-development,26,Shah Rukh Khan,1071,2017,2017,105,4642478
Technology&Science,10,Stuart Russell,1055,2017,2017,70,1085138
Self-development,14,Lucy Kalanithi,969,2016,2017,41,1515749
Environment,13,Ted Halstead,787,2017,2017,259,1022042
Health&Medical ,20,Wendy Troxel,633,2016,2017,64,1219828
Health&Medical ,8,T. Morgan Dixon and Vanessa Garrison,933,2017,2017,48,907047
Self-development,20,Rutger Bregman,898,2017,2017,183,1419314
Health&Medical ,18,Sitawa Wafula,509,2017,2017,12,696847
Politics,20,Anthony D. Romero,768,2017,2017,54,925733
Health&Medical ,11,Nina Fedoroff,910,2016,2017,35,841955
Self-development,16, OK Go,1055,2017,2017,27,1493866
Environment,21,Triona McGrath,543,2016,2017,33,1052652
Technology&Science,20,Garry Kasparov,920,2017,2017,35,1079698
Society,17,Marlon Peterson,452,2016,2017,34,957803
Health&Medical ,14,Raj Panjabi,1230,2017,2017,18,874817
Art,8,Rhiannon Giddens,885,2016,2017,10,946815
Art,16,Michael Bierut,746,2017,2017,20,1323235
Self-development,18,Michael Patrick Lynch,866,2017,2017,35,1264166
Art,16,Justin Davidson,759,2017,2017,21,1162505
Education,14,Carina Morillo,429,2016,2017,20,428279
Health&Medical ,29,Mehdi Ordikhani-Seyedlar,392,2017,2017,28,1781721
Self-development,16,Anne Lamott,955,2017,2017,65,1890978
Self-development,22,Tim Ferriss,801,2017,2017,55,3183828
Technology&Science,18,Richard Browning,428,2017,2017,21,1297943
Environment,15,Katrina Spade,777,2016,2017,41,977590
Health&Medical ,13,Sharon Terry,902,2016,2017,14,1015849
Art,24, Sofi Tukker,212,2017,2017,8,815611
Society,11,Jim Yong Kim,1332,2017,2017,60,1342356
Technology&Science,10,Anab Jain,881,2017,2017,31,1259603
Society,19,David Miliband,1118,2017,2017,62,1088768
Society,17,Sinéad Burke,597,2017,2017,26,1069469
Society,5,Cheyenne Cochrane,840,2016,2017,29,1081270
Society,15,Luma Mufleh,853,2017,2017,66,1354522
Technology&Science,10,Manu Prakash,838,2017,2017,27,1034009
